product_id,product_name,category,machine_type,brand,model_compatibility,unit_cost,unit_price,margin_percentage,gst_rate,weight_kg,dimensions_cm,material_type,warranty_months,reorder_level_product,safety_stock_product,max_stock_level,lead_time_days,criticality_level,usage_frequency,uom,last_purchase_price,last_purchase_date,branch_id,opening_stock,reorder_level_inventory,safety_stock_inventory,max_stock,current_stock,warehouse_bin,total_quantity_sold,total_sales_value,stock_to_sales_ratio,average_selling_price,stock_to_max_ratio,unit_margin,inventory_cost_value,inventory_retail_value,demand_level,overstock_flag,last_purchase_date_year,last_purchase_date_month,last_purchase_date_month_name,last_purchase_date_quarter,missing_value_count,data_completeness_percentage
P002,Engine Oil Filter OF-90,Filters,Loader,JCB,JCB 3DX,450,720,37.5,18,0.4,10x8x8,paper,6,80,40,200,7,Medium,High,piece,430,2019-07-22,KOL001,288,105,73,511,107584,F18,45342,38522563.2,2.372722861805831,849.6,210.5362035225049,270,48412800,77460480,Low Demand,Overstock,2019,7,July,3,0,100.0
P002,Engine Oil Filter OF-90,Filters,Loader,JCB,JCB 3DX,450,720,37.5,18,0.4,10x8x8,paper,6,80,40,200,7,Medium,High,piece,430,2019-07-22,AHM001,102,36,27,179,110279,E04,45342,38522563.2,2.432160028229897,849.6,616.0837988826815,270,49625550,79400880,Low Demand,Overstock,2019,7,July,3,0,100.0
P003,Air Filter AF-120,Filters,Excavator,Komatsu,Komatsu PC210,820,1250,34.4,18,0.8,18x12x12,synthetic,6,60,30,150,7,Medium,High,piece,800,2020-01-10,DEL001,113,44,31,190,104884,B07,45684,67383900.0,2.2958585062603976,1475.0,552.021052631579,430,86004880,131105000,Medium Demand,Overstock,2020,1,January,1,0,100.0
P003,Air Filter AF-120,Filters,Excavator,Komatsu,Komatsu PC210,820,1250,34.4,18,0.8,18x12x12,synthetic,6,60,30,150,7,Medium,High,piece,800,2020-01-10,PUN001,218,72,44,359,118139,F09,45684,67383900.0,2.586003852552316,1475.0,329.07799442896936,430,96873980,147673750,Medium Demand,Overstock,2020,1,January,1,0,100.0
P003,Air Filter AF-120,Filters,Excavator,Komatsu,Komatsu PC210,820,1250,34.4,18,0.8,18x12x12,synthetic,6,60,30,150,7,Medium,High,piece,800,2020-01-10,CHN001,191,62,39,365,107840,C09,45684,67383900.0,2.3605638735662375,1475.0,295.45205479452056,430,88428800,134800000,Medium Demand,Overstock,2020,1,January,1,0,100.0
P003,Air Filter AF-120,Filters,Excavator,Komatsu,Komatsu PC210,820,1250,34.4,18,0.8,18x12x12,synthetic,6,60,30,150,7,Medium,High,piece,800,2020-01-10,HYD001,272,95,72,422,106658,E12,45684,67383900.0,2.3346904824446195,1475.0,252.7440758293839,430,87459560,133322500,Medium Demand,Overstock,2020,1,January,1,0,100.0
P003,Air Filter AF-120,Filters,Excavator,Komatsu,Komatsu PC210,820,1250,34.4,18,0.8,18x12x12,synthetic,6,60,30,150,7,Medium,High,piece,800,2020-01-10,KOL001,234,80,52,386,110093,D02,45684,67383900.0,2.4098809211102354,1475.0,285.2150259067358,430,90276260,137616250,Medium Demand,Overstock,2020,1,January,1,0,100.0
P003,Air Filter AF-120,Filters,Excavator,Komatsu,Komatsu PC210,820,1250,34.4,18,0.8,18x12x12,synthetic,6,60,30,150,7,Medium,High,piece,800,2020-01-10,AHM001,238,82,48,475,102501,C06,45684,67383900.0,2.2436958234830575,1475.0,215.7915789473684,430,84050820,128126250,Medium Demand,Overstock,2020,1,January,1,0,100.0
P004,Track Chain TC-45,Undercarriage,Bulldozer,Volvo,Volvo D6,32500,39800,18.341708542713565,28,210.0,180x40x35,steel,18,8,4,20,30,High,Low,set,32000,2020-06-18,DEL001,172,57,35,267,110145,A14,45575,2321772800.0,2.4167855183763027,50944.0,412.5280898876405,7300,3579712500,4383771000,Low Demand,Overstock,2020,6,June,2,0,100.0
P004,Track Chain TC-45,Undercarriage,Bulldozer,Volvo,Volvo D6,32500,39800,18.341708542713565,28,210.0,180x40x35,steel,18,8,4,20,30,High,Low,set,32000,2020-06-18,PUN001,171,55,37,265,104859,E16,45575,2321772800.0,2.3008008776741633,50944.0,395.6943396226415,7300,3407917500,4173388200,Low Demand,Overstock,2020,6,June,2,0,100.0
P004,Track Chain TC-45,Undercarriage,Bulldozer,Volvo,Volvo D6,32500,39800,18.341708542713565,28,210.0,180x40x35,steel,18,8,4,20,30,High,Low,set,32000,2020-06-18,CHN001,171,58,41,339,103984,A15,45575,2321772800.0,2.2816017553483268,50944.0,306.73746312684364,7300,3379480000,4138563200,Low Demand,Overstock,2020,6,June,2,0,100.0
P004,Track Chain TC-45,Undercarriage,Bulldozer,Volvo,Volvo D6,32500,39800,18.341708542713565,28,210.0,180x40x35,steel,18,8,4,20,30,High,Low,set,32000,2020-06-18,HYD001,193,62,49,363,109943,D18,45575,2321772800.0,2.4123532638507954,50944.0,302.8732782369146,7300,3573147500,4375731400,Low Demand,Overstock,2020,6,June,2,0,100.0
P004,Track Chain TC-45,Undercarriage,Bulldozer,Volvo,Volvo D6,32500,39800,18.341708542713565,28,210.0,180x40x35,steel,18,8,4,20,30,High,Low,set,32000,2020-06-18,KOL001,115,44,33,187,110042,B06,45575,2321772800.0,2.4145255074053757,50944.0,588.4598930481284,7300,3576365000,4379671600,Low Demand,Overstock,2020,6,June,2,0,100.0
P004,Track Chain TC-45,Undercarriage,Bulldozer,Volvo,Volvo D6,32500,39800,18.341708542713565,28,210.0,180x40x35,steel,18,8,4,20,30,High,Low,set,32000,2020-06-18,AHM001,273,104,77,430,99909,C08,45575,2321772800.0,2.192188699945145,50944.0,232.34651162790698,7300,3247042500,3976378200,Low Demand,Overstock,2020,6,June,2,0,100.0
P005,Fuel Injector FI-220,Engine,Excavator,Tata Hitachi,Tata Hitachi EX 200,6350,8450,24.85207100591716,28,1.2,20x12x12,alloy,12,30,15,80,18,High,Medium,piece,6200,2020-11-05,DEL001,242,94,63,463,110862,E03,45026,487001216.0,2.4621774086083597,10816.0,239.4427645788337,2100,703973700,936783900,Low Demand,Overstock,2020,11,November,4,0,100.0
P005,Fuel Injector FI-220,Engine,Excavator,Tata Hitachi,Tata Hitachi EX 200,6350,8450,24.85207100591716,28,1.2,20x12x12,alloy,12,30,15,80,18,High,Medium,piece,6200,2020-11-05,PUN001,262,89,76,436,108488,B10,45026,487001216.0,2.4094523164393906,10816.0,248.8256880733945,2100,688898800,916723600,Low Demand,Overstock,2020,11,November,4,0,100.0
P005,Fuel Injector FI-220,Engine,Excavator,Tata Hitachi,Tata Hitachi EX 200,6350,8450,24.85207100591716,28,1.2,20x12x12,alloy,12,30,15,80,18,High,Medium,piece,6200,2020-11-05,CHN001,172,68,40,336,114267,E05,45026,487001216.0,2.5378003820015103,10816.0,340.08035714285717,2100,725595450,965556150,Low Demand,Overstock,2020,11,November,4,0,100.0
P005,Fuel Injector FI-220,Engine,Excavator,Tata Hitachi,Tata Hitachi EX 200,6350,8450,24.85207100591716,28,1.2,20x12x12,alloy,12,30,15,80,18,High,Medium,piece,6200,2020-11-05,HYD001,178,62,51,341,112865,C13,45026,487001216.0,2.506662817039044,10816.0,330.9824046920821,2100,716692750,953709250,Low Demand,Overstock,2020,11,November,4,0,100.0
P005,Fuel Injector FI-220,Engine,Excavator,Tata Hitachi,Tata Hitachi EX 200,6350,8450,24.85207100591716,28,1.2,20x12x12,alloy,12,30,15,80,18,High,Medium,piece,6200,2020-11-05,KOL001,215,83,43,357,104202,B19,45026,487001216.0,2.3142628703415804,10816.0,291.88235294117646,2100,661682700,880506900,Low Demand,Overstock,2020,11,November,4,0,100.0
P005,Fuel Injector FI-220,Engine,Excavator,Tata Hitachi,Tata Hitachi EX 200,6350,8450,24.85207100591716,28,1.2,20x12x12,alloy,12,30,15,80,18,High,Medium,piece,6200,2020-11-05,AHM001,106,37,29,175,108136,B06,45026,487001216.0,2.401634611113579,10816.0,617.92,2100,686663600,913749200,Low Demand,Overstock,2020,11,November,4,0,100.0
P006,Alternator ALT-500,Electrical,Loader,CAT,CAT 950H,8650,11200,22.767857142857142,28,9.5,30x20x20,alloy,12,12,6,30,20,High,Medium,piece,8400,2021-02-14,DEL001,131,43,26,234,99358,B09,46731,669935616.0,2.1261689242686868,14336.0,424.6068376068376,2550,859446700,1112809600,High Demand,Overstock,2021,2,February,1,0,100.0
P006,Alternator ALT-500,Electrical,Loader,CAT,CAT 950H,8650,11200,22.767857142857142,28,9.5,30x20x20,alloy,12,12,6,30,20,High,Medium,piece,8400,2021-02-14,PUN001,210,69,43,356,111016,F02,46731,669935616.0,2.3756392972544993,14336.0,311.8426966292135,2550,960288400,1243379200,High Demand,Overstock,2021,2,February,1,0,100.0
P006,Alternator ALT-500,Electrical,Loader,CAT,CAT 950H,8650,11200,22.767857142857142,28,9.5,30x20x20,alloy,12,12,6,30,20,High,Medium,piece,8400,2021-02-14,CHN001,119,41,31,181,110681,D03,46731,669935616.0,2.3684706083755964,14336.0,611.4972375690608,2550,957390650,1239627200,High Demand,Overstock,2021,2,February,1,0,100.0
P006,Alternator ALT-500,Electrical,Loader,CAT,CAT 950H,8650,11200,22.767857142857142,28,9.5,30x20x20,alloy,12,12,6,30,20,High,Medium,piece,8400,2021-02-14,HYD001,275,84,62,472,109564,F19,46731,669935616.0,2.344567845755494,14336.0,232.1271186440678,2550,947728600,1227116800,High Demand,Overstock,2021,2,February,1,0,100.0
P006,Alternator ALT-500,Electrical,Loader,CAT,CAT 950H,8650,11200,22.767857142857142,28,9.5,30x20x20,alloy,12,12,6,30,20,High,Medium,piece,8400,2021-02-14,KOL001,105,33,28,181,109176,B13,46731,669935616.0,2.3362650060987353,14336.0,603.182320441989,2550,944372400,1222771200,High Demand,Overstock,2021,2,February,1,0,100.0
P006,Alternator ALT-500,Electrical,Loader,CAT,CAT 950H,8650,11200,22.767857142857142,28,9.5,30x20x20,alloy,12,12,6,30,20,High,Medium,piece,8400,2021-02-14,AHM001,170,62,43,291,107359,A01,46731,669935616.0,2.2973828935824185,14336.0,368.93127147766324,2550,928655350,1202420800,High Demand,Overstock,2021,2,February,1,0,100.0
P007,Hydraulic Hose HH-60,Hydraulic,Crane,JCB,JCB 160,980,1450,32.41379310344827,18,1.1,90x4x4,rubber,6,70,35,200,10,Medium,High,piece,950,2021-05-27,DEL001,205,79,59,383,119439,C04,46468,79506748.0,2.5703494878195747,1711.0,311.85117493472586,470,117050220,173186550,High Demand,Overstock,2021,5,May,2,0,100.0
P007,Hydraulic Hose HH-60,Hydraulic,Crane,JCB,JCB 160,980,1450,32.41379310344827,18,1.1,90x4x4,rubber,6,70,35,200,10,Medium,High,piece,950,2021-05-27,PUN001,231,72,58,459,110464,C08,46468,79506748.0,2.3772058190582768,1711.0,240.66230936819173,470,108254720,160172800,High Demand,Overstock,2021,5,May,2,0,100.0
P007,Hydraulic Hose HH-60,Hydraulic,Crane,JCB,JCB 160,980,1450,32.41379310344827,18,1.1,90x4x4,rubber,6,70,35,200,10,Medium,High,piece,950,2021-05-27,CHN001,230,77,46,434,108692,E17,46468,79506748.0,2.3390720495825086,1711.0,250.44239631336404,470,106518160,157603400,High Demand,Overstock,2021,5,May,2,0,100.0
P007,Hydraulic Hose HH-60,Hydraulic,Crane,JCB,JCB 160,980,1450,32.41379310344827,18,1.1,90x4x4,rubber,6,70,35,200,10,Medium,High,piece,950,2021-05-27,HYD001,298,93,61,548,112543,C16,46468,79506748.0,2.4219462856159075,1711.0,205.37043795620437,470,110292140,163187350,High Demand,Overstock,2021,5,May,2,0,100.0
P007,Hydraulic Hose HH-60,Hydraulic,Crane,JCB,JCB 160,980,1450,32.41379310344827,18,1.1,90x4x4,rubber,6,70,35,200,10,Medium,High,piece,950,2021-05-27,KOL001,273,93,62,438,99463,C03,46468,79506748.0,2.140462253593871,1711.0,227.08447488584474,470,97473740,144221350,High Demand,Overstock,2021,5,May,2,0,100.0
P007,Hydraulic Hose HH-60,Hydraulic,Crane,JCB,JCB 160,980,1450,32.41379310344827,18,1.1,90x4x4,rubber,6,70,35,200,10,Medium,High,piece,950,2021-05-27,AHM001,146,50,38,267,106222,C13,46468,79506748.0,2.2859171903245246,1711.0,397.8352059925094,470,104097560,154021900,High Demand,Overstock,2021,5,May,2,0,100.0
P008,Bucket Tooth BT-10,Attachments,Excavator,Komatsu,Komatsu PC130,340,580,41.37931034482759,18,0.3,12x6x4,steel,6,120,60,300,12,Low,High,piece,320,2021-08-09,DEL001,298,116,69,572,106667,C16,45376,31055334.4,2.350736071932299,684.4,186.48076923076923,240,36266780,61866860,Low Demand,Overstock,2021,8,August,3,0,100.0
P008,Bucket Tooth BT-10,Attachments,Excavator,Komatsu,Komatsu PC130,340,580,41.37931034482759,18,0.3,12x6x4,steel,6,120,60,300,12,Low,High,piece,320,2021-08-09,PUN001,86,33,17,147,99151,D12,45376,31055334.4,2.1850978490832156,684.4,674.4965986394558,240,33711340,57507580,Low Demand,Overstock,2021,8,August,3,0,100.0
P008,Bucket Tooth BT-10,Attachments,Excavator,Komatsu,Komatsu PC130,340,580,41.37931034482759,18,0.3,12x6x4,steel,6,120,60,300,12,Low,High,piece,320,2021-08-09,CHN001,265,104,75,477,108381,A08,45376,31055334.4,2.3885093441466854,684.4,227.21383647798743,240,36849540,62860980,Low Demand,Overstock,2021,8,August,3,0,100.0
P008,Bucket Tooth BT-10,Attachments,Excavator,Komatsu,Komatsu PC130,340,580,41.37931034482759,18,0.3,12x6x4,steel,6,120,60,300,12,Low,High,piece,320,2021-08-09,HYD001,270,93,75,467,101753,A08,45376,31055334.4,2.2424409379407617,684.4,217.8865096359743,240,34596020,59016740,Low Demand,Overstock,2021,8,August,3,0,100.0
P008,Bucket Tooth BT-10,Attachments,Excavator,Komatsu,Komatsu PC130,340,580,41.37931034482759,18,0.3,12x6x4,steel,6,120,60,300,12,Low,High,piece,320,2021-08-09,KOL001,135,43,30,262,99461,D04,45376,31055334.4,2.1919296544428772,684.4,379.62213740458014,240,33816740,57687380,Low Demand,Overstock,2021,8,August,3,0,100.0
P008,Bucket Tooth BT-10,Attachments,Excavator,Komatsu,Komatsu PC130,340,580,41.37931034482759,18,0.3,12x6x4,steel,6,120,60,300,12,Low,High,piece,320,2021-08-09,AHM001,259,85,57,430,109281,D10,45376,31055334.4,2.408343617771509,684.4,254.14186046511628,240,37155540,63382980,Low Demand,Overstock,2021,8,August,3,0,100.0
P009,Starter Motor SM-700,Electrical,Dumper,Volvo,Volvo A40,11450,14900,23.154362416107382,28,11.0,32x18x18,alloy,12,10,5,25,22,High,Medium,piece,11000,2021-11-30,DEL001,147,57,32,261,102816,D10,44946,857210112.0,2.287545054064878,19072.0,393.9310344827586,3450,1177243200,1531958400,Low Demand,Overstock,2021,11,November,4,0,100.0
P009,Starter Motor SM-700,Electrical,Dumper,Volvo,Volvo A40,11450,14900,23.154362416107382,28,11.0,32x18x18,alloy,12,10,5,25,22,High,Medium,piece,11000,2021-11-30,PUN001,186,56,37,345,111320,F09,44946,857210112.0,2.476749877630935,19072.0,322.6666666666667,3450,1274614000,1658668000,Low Demand,Overstock,2021,11,November,4,0,100.0
P009,Starter Motor SM-700,Electrical,Dumper,Volvo,Volvo A40,11450,14900,23.154362416107382,28,11.0,32x18x18,alloy,12,10,5,25,22,High,Medium,piece,11000,2021-11-30,CHN001,226,89,53,387,111456,D11,44946,857210112.0,2.4797757308770523,19072.0,288.0,3450,1276171200,1660694400,Low Demand,Overstock,2021,11,November,4,0,100.0
P009,Starter Motor SM-700,Electrical,Dumper,Volvo,Volvo A40,11450,14900,23.154362416107382,28,11.0,32x18x18,alloy,12,10,5,25,22,High,Medium,piece,11000,2021-11-30,HYD001,282,101,82,436,100071,D03,44946,857210112.0,2.226471766119343,19072.0,229.52064220183487,3450,1145812950,1491057900,Low Demand,Overstock,2021,11,November,4,0,100.0
P009,Starter Motor SM-700,Electrical,Dumper,Volvo,Volvo A40,11450,14900,23.154362416107382,28,11.0,32x18x18,alloy,12,10,5,25,22,High,Medium,piece,11000,2021-11-30,KOL001,104,35,25,201,110547,E10,44946,857210112.0,2.459551461754105,19072.0,549.9850746268656,3450,1265763150,1647150300,Low Demand,Overstock,2021,11,November,4,0,100.0
P009,Starter Motor SM-700,Electrical,Dumper,Volvo,Volvo A40,11450,14900,23.154362416107382,28,11.0,32x18x18,alloy,12,10,5,25,22,High,Medium,piece,11000,2021-11-30,AHM001,183,61,44,333,95731,B15,44946,857210112.0,2.1299114492947093,19072.0,287.4804804804805,3450,1096119950,1426391900,Low Demand,Overstock,2021,11,November,4,0,100.0
P010,Turbocharger TB-900,Engine,Excavator,CAT,CAT 336D,28900,34900,17.191977077363894,28,16.5,40x25x25,alloy,18,6,3,15,28,High,Medium,piece,28000,2022-03-12,DEL001,133,43,37,220,106895,D11,46964,2097975808.0,2.276105101780087,44672.0,485.8863636363636,6000,3089265500,3730635500,High Demand,Overstock,2022,3,March,1,0,100.0
P010,Turbocharger TB-900,Engine,Excavator,CAT,CAT 336D,28900,34900,17.191977077363894,28,16.5,40x25x25,alloy,18,6,3,15,28,High,Medium,piece,28000,2022-03-12,PUN001,159,48,45,267,114565,D20,46964,2097975808.0,2.43942168469466,44672.0,429.0823970037453,6000,3310928500,3998318500,High Demand,Overstock,2022,3,March,1,0,100.0
P010,Turbocharger TB-900,Engine,Excavator,CAT,CAT 336D,28900,34900,17.191977077363894,28,16.5,40x25x25,alloy,18,6,3,15,28,High,Medium,piece,28000,2022-03-12,CHN001,120,44,29,191,113425,B09,46964,2097975808.0,2.415147772762116,44672.0,593.848167539267,6000,3277982500,3958532500,High Demand,Overstock,2022,3,March,1,0,100.0
P010,Turbocharger TB-900,Engine,Excavator,CAT,CAT 336D,28900,34900,17.191977077363894,28,16.5,40x25x25,alloy,18,6,3,15,28,High,Medium,piece,28000,2022-03-12,HYD001,171,62,46,307,110225,F12,46964,2097975808.0,2.3470104761093604,44672.0,359.03908794788276,6000,3185502500,3846852500,High Demand,Overstock,2022,3,March,1,0,100.0
P010,Turbocharger TB-900,Engine,Excavator,CAT,CAT 336D,28900,34900,17.191977077363894,28,16.5,40x25x25,alloy,18,6,3,15,28,High,Medium,piece,28000,2022-03-12,KOL001,179,61,46,294,100989,A13,46964,2097975808.0,2.1503492036453453,44672.0,343.5,6000,2918582100,3524516100,High Demand,Overstock,2022,3,March,1,0,100.0
P010,Turbocharger TB-900,Engine,Excavator,CAT,CAT 336D,28900,34900,17.191977077363894,28,16.5,40x25x25,alloy,18,6,3,15,28,High,Medium,piece,28000,2022-03-12,AHM001,128,43,27,245,115149,C09,46964,2097975808.0,2.4518567413337875,44672.0,469.9959183673469,6000,3327806100,4018700100,High Demand,Overstock,2022,3,March,1,0,100.0
P011,Hydraulic Cylinder HC-200,Hydraulic,Excavator,Tata Hitachi,Tata Hitachi EX 210,21500,27600,22.10144927536232,28,42.0,120x18x18,steel,12,10,5,25,24,High,Medium,piece,21000,2022-06-25,DEL001,243,85,64,369,112300,B01,46612,1646708736.0,2.4092508366944134,35328.0,304.3360433604336,6100,2414450000,3099480000,High Demand,Overstock,2022,6,June,2,0,100.0
P011,Hydraulic Cylinder HC-200,Hydraulic,Excavator,Tata Hitachi,Tata Hitachi EX 210,21500,27600,22.10144927536232,28,42.0,120x18x18,steel,12,10,5,25,24,High,Medium,piece,21000,2022-06-25,PUN001,86,31,20,138,108691,F06,46612,1646708736.0,2.3318244228953917,35328.0,787.6159420289855,6100,2336856500,2999871600,High Demand,Overstock,2022,6,June,2,0,100.0
P011,Hydraulic Cylinder HC-200,Hydraulic,Excavator,Tata Hitachi,Tata Hitachi EX 210,21500,27600,22.10144927536232,28,42.0,120x18x18,steel,12,10,5,25,24,High,Medium,piece,21000,2022-06-25,CHN001,155,50,32,233,110667,E15,46612,1646708736.0,2.374216939843817,35328.0,474.9656652360515,6100,2379340500,3054409200,High Demand,Overstock,2022,6,June,2,0,100.0
P011,Hydraulic Cylinder HC-200,Hydraulic,Excavator,Tata Hitachi,Tata Hitachi EX 210,21500,27600,22.10144927536232,28,42.0,120x18x18,steel,12,10,5,25,24,High,Medium,piece,21000,2022-06-25,HYD001,148,46,41,244,107771,B01,46612,1646708736.0,2.3120870162189995,35328.0,441.6844262295082,6100,2317076500,2974479600,High Demand,Overstock,2022,6,June,2,0,100.0
P011,Hydraulic Cylinder HC-200,Hydraulic,Excavator,Tata Hitachi,Tata Hitachi EX 210,21500,27600,22.10144927536232,28,42.0,120x18x18,steel,12,10,5,25,24,High,Medium,piece,21000,2022-06-25,KOL001,300,113,68,582,109669,B08,46612,1646708736.0,2.352806144340513,35328.0,188.43470790378007,6100,2357883500,3026864400,High Demand,Overstock,2022,6,June,2,0,100.0
P011,Hydraulic Cylinder HC-200,Hydraulic,Excavator,Tata Hitachi,Tata Hitachi EX 210,21500,27600,22.10144927536232,28,42.0,120x18x18,steel,12,10,5,25,24,High,Medium,piece,21000,2022-06-25,AHM001,211,66,50,410,101291,D13,46612,1646708736.0,2.173067021367888,35328.0,247.05121951219513,6100,2177756500,2795631600,High Demand,Overstock,2022,6,June,2,0,100.0
P012,Brake Pad BP-40,Brakes,Loader,JCB,JCB 430ZX,1800,2450,26.53061224489796,28,3.2,20x12x10,composite,6,40,20,120,10,Medium,Medium,set,1750,2022-09-08,DEL001,257,98,67,489,119923,D13,45972,144168192.0,2.6086095884451406,3136.0,245.24130879345603,650,215861400,293811350,Medium Demand,Overstock,2022,9,September,3,0,100.0
P012,Brake Pad BP-40,Brakes,Loader,JCB,JCB 430ZX,1800,2450,26.53061224489796,28,3.2,20x12x10,composite,6,40,20,120,10,Medium,Medium,set,1750,2022-09-08,PUN001,177,68,52,308,112603,B05,45972,144168192.0,2.4493822326633605,3136.0,365.59415584415586,650,202685400,275877350,Medium Demand,Overstock,2022,9,September,3,0,100.0
P012,Brake Pad BP-40,Brakes,Loader,JCB,JCB 430ZX,1800,2450,26.53061224489796,28,3.2,20x12x10,composite,6,40,20,120,10,Medium,Medium,set,1750,2022-09-08,CHN001,155,54,32,274,107886,A16,45972,144168192.0,2.346776298616549,3136.0,393.7445255474453,650,194194800,264320700,Medium Demand,Overstock,2022,9,September,3,0,100.0
P012,Brake Pad BP-40,Brakes,Loader,JCB,JCB 430ZX,1800,2450,26.53061224489796,28,3.2,20x12x10,composite,6,40,20,120,10,Medium,Medium,set,1750,2022-09-08,HYD001,128,42,28,241,106209,F04,45972,144168192.0,2.3102975724353954,3136.0,440.701244813278,650,191176200,260212050,Medium Demand,Overstock,2022,9,September,3,0,100.0
P012,Brake Pad BP-40,Brakes,Loader,JCB,JCB 430ZX,1800,2450,26.53061224489796,28,3.2,20x12x10,composite,6,40,20,120,10,Medium,Medium,set,1750,2022-09-08,KOL001,188,67,51,368,109625,F17,45972,144168192.0,2.3846036718002264,3136.0,297.89402173913044,650,197325000,268581250,Medium Demand,Overstock,2022,9,September,3,0,100.0
P012,Brake Pad BP-40,Brakes,Loader,JCB,JCB 430ZX,1800,2450,26.53061224489796,28,3.2,20x12x10,composite,6,40,20,120,10,Medium,Medium,set,1750,2022-09-08,AHM001,103,32,24,156,106861,F11,45972,144168192.0,2.3244801183328985,3136.0,685.0064102564103,650,192349800,261809450,Medium Demand,Overstock,2022,9,September,3,0,100.0
