product_id,branch_id,current_stock,lead_time_days,safety_stock,max_stock_level,7_day_avg_demand,30_day_avg_demand,next_day_forecast,base_daily_demand,base_30_day_forecast,base_60_day_forecast,high_demand_30_day_forecast,high_demand_60_day_forecast,low_demand_30_day_forecast,low_demand_60_day_forecast,base_stock_after_30_days,high_demand_stock_after_30_days,low_demand_stock_after_30_days,scenario_stock_status
P014,DEL001,111321,35,2,12,28.43,19.6,28.43,28.43,852.9,1705.8,1023.48,2046.96,682.32,1364.64,110468.1,110297.52,110638.68,Potential Overstock
P014,PUN001,113386,35,2,12,28.43,19.6,28.43,28.43,852.9,1705.8,1023.48,2046.96,682.32,1364.64,112533.1,112362.52,112703.68,Potential Overstock
P014,CHN001,114302,35,2,12,28.43,19.6,28.43,28.43,852.9,1705.8,1023.48,2046.96,682.32,1364.64,113449.1,113278.52,113619.68,Potential Overstock
P014,HYD001,111315,35,2,12,28.43,19.6,28.43,28.43,852.9,1705.8,1023.48,2046.96,682.32,1364.64,110462.1,110291.52,110632.68,Potential Overstock
P014,KOL001,105994,35,2,12,28.43,19.6,28.43,28.43,852.9,1705.8,1023.48,2046.96,682.32,1364.64,105141.1,104970.52,105311.68,Potential Overstock
P014,AHM001,105345,35,2,12,28.43,19.6,28.43,28.43,852.9,1705.8,1023.48,2046.96,682.32,1364.64,104492.1,104321.52,104662.68,Potential Overstock
P015,DEL001,100967,40,2,8,12.29,21.1,12.29,12.29,368.7,737.4,442.44,884.88,294.96,589.92,100598.3,100524.56,100672.04,Potential Overstock
P015,PUN001,106048,40,2,8,12.29,21.1,12.29,12.29,368.7,737.4,442.44,884.88,294.96,589.92,105679.3,105605.56,105753.04,Potential Overstock
P015,CHN001,113851,40,2,8,12.29,21.1,12.29,12.29,368.7,737.4,442.44,884.88,294.96,589.92,113482.3,113408.56,113556.04,Potential Overstock
P015,HYD001,110035,40,2,8,12.29,21.1,12.29,12.29,368.7,737.4,442.44,884.88,294.96,589.92,109666.3,109592.56,109740.04,Potential Overstock
P015,KOL001,96547,40,2,8,12.29,21.1,12.29,12.29,368.7,737.4,442.44,884.88,294.96,589.92,96178.3,96104.56,96252.04,Potential Overstock
P015,AHM001,105135,40,2,8,12.29,21.1,12.29,12.29,368.7,737.4,442.44,884.88,294.96,589.92,104766.3,104692.56,104840.04,Potential Overstock
P016,DEL001,104189,16,10,60,16.43,15.23,16.43,16.43,492.9,985.8,591.48,1182.96,394.32,788.64,103696.1,103597.52,103794.68,Potential Overstock
P016,PUN001,103006,16,10,60,16.43,15.23,16.43,16.43,492.9,985.8,591.48,1182.96,394.32,788.64,102513.1,102414.52,102611.68,Potential Overstock
P016,CHN001,112003,16,10,60,16.43,15.23,16.43,16.43,492.9,985.8,591.48,1182.96,394.32,788.64,111510.1,111411.52,111608.68,Potential Overstock
P016,HYD001,106040,16,10,60,16.43,15.23,16.43,16.43,492.9,985.8,591.48,1182.96,394.32,788.64,105547.1,105448.52,105645.68,Potential Overstock
P016,KOL001,97829,16,10,60,16.43,15.23,16.43,16.43,492.9,985.8,591.48,1182.96,394.32,788.64,97336.1,97237.52,97434.68,Potential Overstock
P016,AHM001,110893,16,10,60,16.43,15.23,16.43,16.43,492.9,985.8,591.48,1182.96,394.32,788.64,110400.1,110301.52,110498.68,Potential Overstock
P017,DEL001,112971,5,25,150,12.86,15.37,12.86,12.86,385.8,771.6,462.96,925.92,308.64,617.28,112585.2,112508.04,112662.36,Potential Overstock
P017,PUN001,104847,5,25,150,12.86,15.37,12.86,12.86,385.8,771.6,462.96,925.92,308.64,617.28,104461.2,104384.04,104538.36,Potential Overstock
P017,CHN001,106266,5,25,150,12.86,15.37,12.86,12.86,385.8,771.6,462.96,925.92,308.64,617.28,105880.2,105803.04,105957.36,Potential Overstock
P017,HYD001,117058,5,25,150,12.86,15.37,12.86,12.86,385.8,771.6,462.96,925.92,308.64,617.28,116672.2,116595.04,116749.36,Potential Overstock
P017,KOL001,108003,5,25,150,12.86,15.37,12.86,12.86,385.8,771.6,462.96,925.92,308.64,617.28,107617.2,107540.04,107694.36,Potential Overstock
P017,AHM001,109921,5,25,150,12.86,15.37,12.86,12.86,385.8,771.6,462.96,925.92,308.64,617.28,109535.2,109458.04,109612.36,Potential Overstock
P018,DEL001,114627,20,6,30,18.43,16.17,18.43,18.43,552.9,1105.8,663.48,1326.96,442.32,884.64,114074.1,113963.52,114184.68,Potential Overstock
P018,PUN001,111530,20,6,30,18.43,16.17,18.43,18.43,552.9,1105.8,663.48,1326.96,442.32,884.64,110977.1,110866.52,111087.68,Potential Overstock
P018,CHN001,113318,20,6,30,18.43,16.17,18.43,18.43,552.9,1105.8,663.48,1326.96,442.32,884.64,112765.1,112654.52,112875.68,Potential Overstock
P018,HYD001,112953,20,6,30,18.43,16.17,18.43,18.43,552.9,1105.8,663.48,1326.96,442.32,884.64,112400.1,112289.52,112510.68,Potential Overstock
P018,KOL001,96607,20,6,30,18.43,16.17,18.43,18.43,552.9,1105.8,663.48,1326.96,442.32,884.64,96054.1,95943.52,96164.68,Potential Overstock
P018,AHM001,101420,20,6,30,18.43,16.17,18.43,18.43,552.9,1105.8,663.48,1326.96,442.32,884.64,100867.1,100756.52,100977.68,Potential Overstock
P019,DEL001,118200,24,3,15,22.57,20.9,22.57,22.57,677.1,1354.2,812.52,1625.04,541.68,1083.36,117522.9,117387.48,117658.32,Potential Overstock
P019,PUN001,109388,24,3,15,22.57,20.9,22.57,22.57,677.1,1354.2,812.52,1625.04,541.68,1083.36,108710.9,108575.48,108846.32,Potential Overstock
P019,CHN001,100413,24,3,15,22.57,20.9,22.57,22.57,677.1,1354.2,812.52,1625.04,541.68,1083.36,99735.9,99600.48,99871.32,Potential Overstock
P019,HYD001,100008,24,3,15,22.57,20.9,22.57,22.57,677.1,1354.2,812.52,1625.04,541.68,1083.36,99330.9,99195.48,99466.32,Potential Overstock
P019,KOL001,88853,24,3,15,22.57,20.9,22.57,22.57,677.1,1354.2,812.52,1625.04,541.68,1083.36,88175.9,88040.48,88311.32,Potential Overstock
P019,AHM001,105387,24,3,15,22.57,20.9,22.57,22.57,677.1,1354.2,812.52,1625.04,541.68,1083.36,104709.9,104574.48,104845.32,Potential Overstock
P020,DEL001,104360,8,45,250,29.57,17.03,29.57,29.57,887.1,1774.2,1064.52,2129.04,709.68,1419.36,103472.9,103295.48,103650.32,Potential Overstock
P020,PUN001,102734,8,45,250,29.57,17.03,29.57,29.57,887.1,1774.2,1064.52,2129.04,709.68,1419.36,101846.9,101669.48,102024.32,Potential Overstock
P020,CHN001,113260,8,45,250,29.57,17.03,29.57,29.57,887.1,1774.2,1064.52,2129.04,709.68,1419.36,112372.9,112195.48,112550.32,Potential Overstock
P020,HYD001,102636,8,45,250,29.57,17.03,29.57,29.57,887.1,1774.2,1064.52,2129.04,709.68,1419.36,101748.9,101571.48,101926.32,Potential Overstock
P020,KOL001,99570,8,45,250,29.57,17.03,29.57,29.57,887.1,1774.2,1064.52,2129.04,709.68,1419.36,98682.9,98505.48,98860.32,Potential Overstock
P020,AHM001,102706,8,45,250,29.57,17.03,29.57,29.57,887.1,1774.2,1064.52,2129.04,709.68,1419.36,101818.9,101641.48,101996.32,Potential Overstock
P021,DEL001,115902,26,3,20,25.86,16.97,25.86,25.86,775.8,1551.6,930.96,1861.92,620.64,1241.28,115126.2,114971.04,115281.36,Potential Overstock
P021,PUN001,105385,26,3,20,25.86,16.97,25.86,25.86,775.8,1551.6,930.96,1861.92,620.64,1241.28,104609.2,104454.04,104764.36,Potential Overstock
P021,CHN001,100867,26,3,20,25.86,16.97,25.86,25.86,775.8,1551.6,930.96,1861.92,620.64,1241.28,100091.2,99936.04,100246.36,Potential Overstock
P021,HYD001,99466,26,3,20,25.86,16.97,25.86,25.86,775.8,1551.6,930.96,1861.92,620.64,1241.28,98690.2,98535.04,98845.36,Potential Overstock
P021,KOL001,100829,26,3,20,25.86,16.97,25.86,25.86,775.8,1551.6,930.96,1861.92,620.64,1241.28,100053.2,99898.04,100208.36,Potential Overstock
P021,AHM001,108168,26,3,20,25.86,16.97,25.86,25.86,775.8,1551.6,930.96,1861.92,620.64,1241.28,107392.2,107237.04,107547.36,Potential Overstock
P022,DEL001,110752,18,5,30,15.57,14.57,15.57,15.57,467.1,934.2,560.52,1121.04,373.68,747.36,110284.9,110191.48,110378.32,Potential Overstock
P022,PUN001,111353,18,5,30,15.57,14.57,15.57,15.57,467.1,934.2,560.52,1121.04,373.68,747.36,110885.9,110792.48,110979.32,Potential Overstock
P022,CHN001,109061,18,5,30,15.57,14.57,15.57,15.57,467.1,934.2,560.52,1121.04,373.68,747.36,108593.9,108500.48,108687.32,Potential Overstock
P022,HYD001,112997,18,5,30,15.57,14.57,15.57,15.57,467.1,934.2,560.52,1121.04,373.68,747.36,112529.9,112436.48,112623.32,Potential Overstock
P022,KOL001,99690,18,5,30,15.57,14.57,15.57,15.57,467.1,934.2,560.52,1121.04,373.68,747.36,99222.9,99129.48,99316.32,Potential Overstock
P022,AHM001,103495,18,5,30,15.57,14.57,15.57,15.57,467.1,934.2,560.52,1121.04,373.68,747.36,103027.9,102934.48,103121.32,Potential Overstock
P023,DEL001,113718,20,3,18,12.0,14.8,12.0,12.0,360.0,720.0,432.0,864.0,288.0,576.0,113358.0,113286.0,113430.0,Potential Overstock
P023,PUN001,108328,20,3,18,12.0,14.8,12.0,12.0,360.0,720.0,432.0,864.0,288.0,576.0,107968.0,107896.0,108040.0,Potential Overstock
P023,CHN001,107267,20,3,18,12.0,14.8,12.0,12.0,360.0,720.0,432.0,864.0,288.0,576.0,106907.0,106835.0,106979.0,Potential Overstock
P023,HYD001,105798,20,3,18,12.0,14.8,12.0,12.0,360.0,720.0,432.0,864.0,288.0,576.0,105438.0,105366.0,105510.0,Potential Overstock
P023,KOL001,111851,20,3,18,12.0,14.8,12.0,12.0,360.0,720.0,432.0,864.0,288.0,576.0,111491.0,111419.0,111563.0,Potential Overstock
P023,AHM001,114558,20,3,18,12.0,14.8,12.0,12.0,360.0,720.0,432.0,864.0,288.0,576.0,114198.0,114126.0,114270.0,Potential Overstock
P024,DEL001,116412,22,4,22,10.57,15.67,10.57,10.57,317.1,634.2,380.52,761.04,253.68,507.36,116094.9,116031.48,116158.32,Potential Overstock
P024,PUN001,110555,22,4,22,10.57,15.67,10.57,10.57,317.1,634.2,380.52,761.04,253.68,507.36,110237.9,110174.48,110301.32,Potential Overstock
P024,CHN001,107215,22,4,22,10.57,15.67,10.57,10.57,317.1,634.2,380.52,761.04,253.68,507.36,106897.9,106834.48,106961.32,Potential Overstock
P024,HYD001,101998,22,4,22,10.57,15.67,10.57,10.57,317.1,634.2,380.52,761.04,253.68,507.36,101680.9,101617.48,101744.32,Potential Overstock
P024,KOL001,112198,22,4,22,10.57,15.67,10.57,10.57,317.1,634.2,380.52,761.04,253.68,507.36,111880.9,111817.48,111944.32,Potential Overstock
P024,AHM001,107810,22,4,22,10.57,15.67,10.57,10.57,317.1,634.2,380.52,761.04,253.68,507.36,107492.9,107429.48,107556.32,Potential Overstock
P025,DEL001,109936,14,6,40,21.29,19.83,21.29,21.29,638.7,1277.4,766.44,1532.88,510.96,1021.92,109297.3,109169.56,109425.04,Potential Overstock
P025,PUN001,110083,14,6,40,21.29,19.83,21.29,21.29,638.7,1277.4,766.44,1532.88,510.96,1021.92,109444.3,109316.56,109572.04,Potential Overstock
P025,CHN001,110058,14,6,40,21.29,19.83,21.29,21.29,638.7,1277.4,766.44,1532.88,510.96,1021.92,109419.3,109291.56,109547.04,Potential Overstock
P025,HYD001,113613,14,6,40,21.29,19.83,21.29,21.29,638.7,1277.4,766.44,1532.88,510.96,1021.92,112974.3,112846.56,113102.04,Potential Overstock
P025,KOL001,110579,14,6,40,21.29,19.83,21.29,21.29,638.7,1277.4,766.44,1532.88,510.96,1021.92,109940.3,109812.56,110068.04,Potential Overstock
P025,AHM001,97512,14,6,40,21.29,19.83,21.29,21.29,638.7,1277.4,766.44,1532.88,510.96,1021.92,96873.3,96745.56,97001.04,Potential Overstock
P026,DEL001,103678,4,100,500,21.0,22.57,21.0,21.0,630.0,1260.0,756.0,1512.0,504.0,1008.0,103048.0,102922.0,103174.0,Potential Overstock
P026,PUN001,105190,4,100,500,21.0,22.57,21.0,21.0,630.0,1260.0,756.0,1512.0,504.0,1008.0,104560.0,104434.0,104686.0,Potential Overstock
P026,CHN001,108895,4,100,500,21.0,22.57,21.0,21.0,630.0,1260.0,756.0,1512.0,504.0,1008.0,108265.0,108139.0,108391.0,Potential Overstock
P026,HYD001,108348,4,100,500,21.0,22.57,21.0,21.0,630.0,1260.0,756.0,1512.0,504.0,1008.0,107718.0,107592.0,107844.0,Potential Overstock
P026,KOL001,101412,4,100,500,21.0,22.57,21.0,21.0,630.0,1260.0,756.0,1512.0,504.0,1008.0,100782.0,100656.0,100908.0,Potential Overstock
P026,AHM001,103793,4,100,500,21.0,22.57,21.0,21.0,630.0,1260.0,756.0,1512.0,504.0,1008.0,103163.0,103037.0,103289.0,Potential Overstock
P027,DEL001,106775,5,80,400,23.29,21.53,23.29,23.29,698.7,1397.4,838.44,1676.88,558.96,1117.92,106076.3,105936.56,106216.04,Potential Overstock
P027,PUN001,112683,5,80,400,23.29,21.53,23.29,23.29,698.7,1397.4,838.44,1676.88,558.96,1117.92,111984.3,111844.56,112124.04,Potential Overstock
P027,CHN001,97973,5,80,400,23.29,21.53,23.29,23.29,698.7,1397.4,838.44,1676.88,558.96,1117.92,97274.3,97134.56,97414.04,Potential Overstock
P027,HYD001,104746,5,80,400,23.29,21.53,23.29,23.29,698.7,1397.4,838.44,1676.88,558.96,1117.92,104047.3,103907.56,104187.04,Potential Overstock
P027,KOL001,100477,5,80,400,23.29,21.53,23.29,23.29,698.7,1397.4,838.44,1676.88,558.96,1117.92,99778.3,99638.56,99918.04,Potential Overstock
P027,AHM001,108337,5,80,400,23.29,21.53,23.29,23.29,698.7,1397.4,838.44,1676.88,558.96,1117.92,107638.3,107498.56,107778.04,Potential Overstock
P028,DEL001,106744,9,20,100,20.43,22.4,20.43,20.43,612.9,1225.8,735.48,1470.96,490.32,980.64,106131.1,106008.52,106253.68,Potential Overstock
P028,PUN001,105401,9,20,100,20.43,22.4,20.43,20.43,612.9,1225.8,735.48,1470.96,490.32,980.64,104788.1,104665.52,104910.68,Potential Overstock
P028,CHN001,103464,9,20,100,20.43,22.4,20.43,20.43,612.9,1225.8,735.48,1470.96,490.32,980.64,102851.1,102728.52,102973.68,Potential Overstock
