product_id,order_month,total_quantity_sold,total_sales_value,product_name,category,brand
P004,2019-07,657,33470208.0,Track Chain TC-45,Undercarriage,Volvo
P004,2019-08,808,41162752.0,Track Chain TC-45,Undercarriage,Volvo
P004,2019-09,729,37138176.0,Track Chain TC-45,Undercarriage,Volvo
P004,2019-10,511,26032384.0,Track Chain TC-45,Undercarriage,Volvo
P004,2019-11,732,37291008.0,Track Chain TC-45,Undercarriage,Volvo
P004,2019-12,539,27458816.0,Track Chain TC-45,Undercarriage,Volvo
P004,2020-01,782,39838208.0,Track Chain TC-45,Undercarriage,Volvo
P004,2020-02,473,24096512.0,Track Chain TC-45,Undercarriage,Volvo
P004,2020-03,473,24096512.0,Track Chain TC-45,Undercarriage,Volvo
P004,2020-04,490,24962560.0,Track Chain TC-45,Undercarriage,Volvo
P004,2020-05,619,31534336.0,Track Chain TC-45,Undercarriage,Volvo
P004,2020-06,490,24962560.0,Track Chain TC-45,Undercarriage,Volvo
P004,2020-07,706,35966464.0,Track Chain TC-45,Undercarriage,Volvo
P004,2020-08,739,37647616.0,Track Chain TC-45,Undercarriage,Volvo
P004,2020-09,593,30209792.0,Track Chain TC-45,Undercarriage,Volvo
P004,2020-10,569,28987136.0,Track Chain TC-45,Undercarriage,Volvo
P004,2020-11,444,22619136.0,Track Chain TC-45,Undercarriage,Volvo
P004,2020-12,729,37138176.0,Track Chain TC-45,Undercarriage,Volvo
P004,2021-01,653,33266432.0,Track Chain TC-45,Undercarriage,Volvo
P004,2021-02,507,25828608.0,Track Chain TC-45,Undercarriage,Volvo
P004,2021-03,572,29139968.0,Track Chain TC-45,Undercarriage,Volvo
P004,2021-04,691,35202304.0,Track Chain TC-45,Undercarriage,Volvo
P004,2021-05,614,31279616.0,Track Chain TC-45,Undercarriage,Volvo
P004,2021-06,700,35660800.0,Track Chain TC-45,Undercarriage,Volvo
P004,2021-07,730,37189120.0,Track Chain TC-45,Undercarriage,Volvo
P004,2021-08,548,27917312.0,Track Chain TC-45,Undercarriage,Volvo
P004,2021-09,789,40194816.0,Track Chain TC-45,Undercarriage,Volvo
P004,2021-10,743,37851392.0,Track Chain TC-45,Undercarriage,Volvo
P004,2021-11,532,27102208.0,Track Chain TC-45,Undercarriage,Volvo
P004,2021-12,654,33317376.0,Track Chain TC-45,Undercarriage,Volvo
P004,2022-01,595,30311680.0,Track Chain TC-45,Undercarriage,Volvo
P004,2022-02,675,34387200.0,Track Chain TC-45,Undercarriage,Volvo
P004,2022-03,566,28834304.0,Track Chain TC-45,Undercarriage,Volvo
P004,2022-04,481,24504064.0,Track Chain TC-45,Undercarriage,Volvo
P004,2022-05,543,27662592.0,Track Chain TC-45,Undercarriage,Volvo
P004,2022-06,615,31330560.0,Track Chain TC-45,Undercarriage,Volvo
P004,2022-07,649,33062656.0,Track Chain TC-45,Undercarriage,Volvo
P004,2022-08,659,33572096.0,Track Chain TC-45,Undercarriage,Volvo
P004,2022-09,789,40194816.0,Track Chain TC-45,Undercarriage,Volvo
P004,2022-10,594,30260736.0,Track Chain TC-45,Undercarriage,Volvo
P004,2022-11,700,35660800.0,Track Chain TC-45,Undercarriage,Volvo
P004,2022-12,617,31432448.0,Track Chain TC-45,Undercarriage,Volvo
P004,2023-01,548,27917312.0,Track Chain TC-45,Undercarriage,Volvo
P004,2023-02,731,37240064.0,Track Chain TC-45,Undercarriage,Volvo
P004,2023-03,646,32909824.0,Track Chain TC-45,Undercarriage,Volvo
P004,2023-04,656,33419264.0,Track Chain TC-45,Undercarriage,Volvo
P004,2023-05,595,30311680.0,Track Chain TC-45,Undercarriage,Volvo
P004,2023-06,628,31992832.0,Track Chain TC-45,Undercarriage,Volvo
P004,2023-07,595,30311680.0,Track Chain TC-45,Undercarriage,Volvo
P004,2023-08,735,37443840.0,Track Chain TC-45,Undercarriage,Volvo
P004,2023-09,721,36730624.0,Track Chain TC-45,Undercarriage,Volvo
P004,2023-10,613,31228672.0,Track Chain TC-45,Undercarriage,Volvo
P004,2023-11,597,30413568.0,Track Chain TC-45,Undercarriage,Volvo
P004,2023-12,533,27153152.0,Track Chain TC-45,Undercarriage,Volvo
P004,2024-01,706,35966464.0,Track Chain TC-45,Undercarriage,Volvo
P004,2024-02,629,32043776.0,Track Chain TC-45,Undercarriage,Volvo
P004,2024-03,478,24351232.0,Track Chain TC-45,Undercarriage,Volvo
P004,2024-04,405,20632320.0,Track Chain TC-45,Undercarriage,Volvo
P004,2024-05,589,30006016.0,Track Chain TC-45,Undercarriage,Volvo
P004,2024-06,606,30872064.0,Track Chain TC-45,Undercarriage,Volvo
P004,2024-07,832,42385408.0,Track Chain TC-45,Undercarriage,Volvo
P004,2024-08,526,26796544.0,Track Chain TC-45,Undercarriage,Volvo
P004,2024-09,704,35864576.0,Track Chain TC-45,Undercarriage,Volvo
P004,2024-10,743,37851392.0,Track Chain TC-45,Undercarriage,Volvo
P004,2024-11,671,34183424.0,Track Chain TC-45,Undercarriage,Volvo
P004,2024-12,761,38768384.0,Track Chain TC-45,Undercarriage,Volvo
P005,2019-01,607,6565312.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2019-02,566,6121856.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2019-03,662,7160192.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2019-04,643,6954688.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2019-05,650,7030400.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2019-06,675,7300800.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2019-07,776,8393216.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2019-08,622,6727552.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2019-09,615,6651840.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2019-10,642,6943872.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2019-11,520,5624320.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2019-12,623,6738368.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2020-01,598,6467968.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2020-02,482,5213312.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2020-03,515,5570240.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2020-04,544,5883904.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2020-05,892,9647872.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2020-06,660,7138560.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2020-07,825,8923200.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2020-08,787,8512192.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2020-09,628,6792448.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2020-10,655,7084480.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2020-11,599,6478784.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2020-12,634,6857344.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2021-01,804,8696064.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2021-02,620,6705920.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2021-03,608,6576128.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2021-04,641,6933056.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2021-05,756,8176896.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2021-06,617,6673472.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2021-07,492,5321472.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2021-08,646,6987136.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2021-09,467,5051072.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2021-10,854,9236864.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2021-11,767,8295872.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2021-12,549,5937984.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2022-01,813,8793408.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2022-02,420,4542720.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2022-03,441,4769856.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2022-04,600,6489600.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2022-05,616,6662656.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2022-06,586,6338176.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2022-07,536,5797376.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2022-08,754,8155264.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2022-09,597,6457152.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2022-10,657,7106112.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2022-11,347,3753152.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2022-12,551,5959616.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2023-01,507,5483712.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2023-02,586,6338176.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2023-03,782,8458112.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2023-04,741,8014656.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2023-05,564,6100224.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2023-06,687,7430592.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2023-07,777,8404032.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2023-08,714,7722624.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2023-09,718,7765888.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2023-10,653,7062848.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2023-11,546,5905536.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2023-12,612,6619392.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2024-01,651,7041216.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2024-02,638,6900608.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2024-03,488,5278208.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2024-04,516,5581056.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2024-05,579,6262464.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2024-06,686,7419776.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2024-07,439,4748224.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2024-08,693,7495488.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2024-09,613,6630208.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2024-10,445,4813120.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2024-11,598,6467968.0,Fuel Injector FI-220,Engine,Tata Hitachi
P005,2024-12,634,6857344.0,Fuel Injector FI-220,Engine,Tata Hitachi
P006,2019-01,474,6795264.0,Alternator ALT-500,Electrical,CAT
P006,2019-02,623,8931328.0,Alternator ALT-500,Electrical,CAT
